Data;Otwarcie;Najwyzszy;Najnizszy;Zamkniecie;Wolumen
2018-10-15;2192.17;2194.5;2164.36;2170.05;17478382
2018-10-16;2176.49;2216.8;2176.49;2216.8;22094253
2018-10-17;2225.11;2234.08;2184.03;2199.53;23449412
2018-10-18;2197.47;2207.43;2180.35;2188.1;16966981
2018-10-19;2190.1;2202.16;2167.21;2196.99;16628625
2018-10-22;2203.23;2211.52;2179.33;2193.08;16546801
2018-10-23;2178.47;2178.47;2147.81;2147.81;19305273
2018-10-24;2152.52;2162.72;2144.4;2144.4;19779407
2018-10-25;2124.47;2144.86;2111.64;2142.69;20408440
2018-10-26;2139.9;2139.9;2082.77;2082.77;17914773
2018-10-29;2089.53;2118.48;2089.4;2103.72;13904761
2018-10-30;2104.5;2122.73;2092.18;2122.73;15077256
2018-10-31;2132;2151.88;2132;2151.88;30174419
2018-11-02;2169.62;2208.49;2169.62;2197.68;22661281
2018-11-05;2196.65;2234.79;2188.99;2233.74;15281896
2018-11-06;2237.84;2239.2;2214.47;2230.34;16632609
2018-11-07;2227.66;2282.59;2227.53;2276.65;24830888
2018-11-08;2280.1;2294.15;2258.19;2262.84;21974195
2018-11-09;2259.66;2259.66;2223.95;2232.25;16557395
2018-11-13;2230.91;2242.91;2209.34;2217.97;18259480
2018-11-14;2206.38;2243.42;2191.98;2231.9;24874810
2018-11-15;2237.44;2254.49;2202.91;2202.91;35404744
2018-11-16;2208.77;2221.69;2137.46;2165.46;40367263
2018-11-19;2173.2;2189.73;2152.58;2189.73;27279627
2018-11-20;2181.11;2195.17;2150.91;2160.57;29176585
2018-11-21;2167.92;2220.2;2167.92;2219.62;31292653
2018-11-22;2218.09;2241.04;2207.02;2236.35;17730119
2018-11-23;2234.74;2238.44;2209.33;2225.39;11226411
2018-11-26;2229.64;2245.08;2202.37;2213.57;15951481
2018-11-27;2215.58;2227.11;2202.99;2222.85;17080057
2018-11-28;2222.61;2268.14;2222.61;2264.51;25760476
2018-11-29;2273.83;2303.37;2273.83;2303.37;22752154
2018-11-30;2300.37;2300.37;2267.95;2291.08;34725362
2018-12-03;2310.75;2334.22;2310.75;2329.37;29918140
2018-12-04;2322.24;2344.91;2311.83;2344.91;37195668
2018-12-05;2319.32;2355.29;2296.26;2354.54;36548200
2018-12-06;2335.28;2335.28;2290.52;2294.34;32443515
2018-12-07;2300.79;2320.4;2273.31;2281.54;22011552
2018-12-10;2274.51;2282.05;2241.91;2242.1;17081467
2018-12-11;2252.7;2264.54;2221.37;2221.37;29514762
2018-12-12;2228.58;2275.19;2227.89;2275.15;39814158
2018-12-13;2282.77;2314.09;2267.53;2310.66;32714897
2018-12-14;2297.17;2314.12;2282.43;2303.41;22124646
2018-12-17;2296.79;2308.55;2281.45;2281.87;20756145
2018-12-18;2273.02;2317.59;2264.35;2315.18;26101311
2018-12-19;2312.49;2344.11;2309.47;2342.81;28897699
2018-12-20;2327.49;2327.49;2295.4;2306.68;33393058
2018-12-21;2303.95;2307;2226.52;2259.77;69876976
2018-12-27;2279.04;2288.31;2248.23;2251.38;15779847
2018-12-28;2253.05;2281.37;2253.05;2276.63;17139836
2019-01-02;2275.35;2303.24;2243.92;2301.62;15522133
2019-01-03;2293.47;2293.47;2243.05;2247.22;18449644
2019-01-04;2257.4;2289.19;2257.4;2284.95;19543174
2019-01-07;2292.76;2331.45;2292.76;2331.45;29453503
2019-01-08;2330.42;2330.42;2303.05;2325.19;26789886
2019-01-09;2329.09;2341.84;2321.96;2341.84;30379782
2019-01-10;2331.87;2335.6;2305.97;2335.31;22732382
2019-01-11;2343.73;2364.28;2322.14;2335.1;27211263
2019-01-14;2326.24;2334.3;2310.84;2327.66;21572221
2019-01-15;2336.51;2350.86;2323.57;2344.56;20069983
2019-01-16;2349.89;2364.17;2340.33;2364.17;21252985
2019-01-17;2358.94;2372.09;2351.72;2358.97;21895608
2019-01-18;2366.69;2380.73;2357.34;2377.87;25825938
2019-01-21;2379.21;2379.21;2349.47;2358.3;10396198
2019-01-22;2349.91;2369.68;2344.35;2359.23;19785079
2019-01-23;2360.17;2415.67;2353.25;2407.09;30598430
2019-01-24;2410.22;2420.94;2388.59;2406.38;26494755
2019-01-25;2413.12;2418.41;2390.85;2398.74;30212307
2019-01-28;2399.77;2400.76;2354.8;2370.62;27052126
2019-01-29;2370.79;2388.59;2357.21;2373.3;22353237
2019-01-30;2374.69;2378.83;2348.33;2357.79;22575189
2019-01-31;2367.75;2389.76;2364.08;2380.11;28047137
2019-02-01;2380.44;2393.43;2373.14;2393.43;13854901
2019-02-04;2392.16;2410.9;2380.23;2390.46;18123965
2019-02-05;2393.43;2411.99;2383.96;2409.32;17449872
2019-02-06;2409.89;2420.4;2403.68;2414.41;18795205
2019-02-07;2407.95;2407.95;2367.18;2371.33;14476784
2019-02-08;2365.88;2368.32;2354.11;2354.11;17529892
2019-02-11;2359.1;2378.19;2354.28;2354.28;16268143
2019-02-12;2362.03;2377.01;2356.36;2370.99;16068892
2019-02-13;2374.44;2380.53;2334.87;2346.39;17342535
2019-02-14;2346.67;2352.35;2316.81;2319.92;29705351
2019-02-15;2316.99;2346.99;2314;2338.2;16243183
2019-02-18;2340.2;2345.5;2319.46;2325.67;15050049
2019-02-19;2324.68;2337.54;2313.83;2322.41;15933724
2019-02-20;2327.23;2369.7;2327.23;2369.7;20213105
2019-02-21;2366.6;2375.39;2330.01;2339.85;24780202
2019-02-22;2338.21;2372.82;2338.21;2355.77;23728852
2019-02-25;2358.78;2376.05;2348.42;2371.69;17546290
2019-02-26;2370.55;2370.55;2355.92;2365.93;18129776
2019-02-27;2364.42;2368.09;2331.93;2333.81;15764645
2019-02-28;2336.82;2346.44;2332.23;2332.23;19132541
2019-03-01;2339.97;2349.46;2330.85;2333.11;20112068
2019-03-04;2341.55;2349.08;2321.71;2328.05;25995529
2019-03-05;2325.8;2338.74;2318.81;2321.32;15909279
2019-03-06;2325.09;2329.4;2317;2327.16;20220415
2019-03-07;2326.78;2335.46;2305.25;2308.48;16175290
2019-03-08;2305.19;2305.19;2286.94;2298.97;14503984
2019-03-11;2303.15;2313.54;2297.59;2300.22;17658030
2019-03-12;2312.75;2319.74;2298.8;2310.1;18228820
2019-03-13;2306.15;2316.63;2301.22;2314.79;27007570
2019-03-14;2319.32;2323.52;2310.25;2319.28;17674350
2019-03-15;2323.39;2360.92;2317.73;2346.25;70608206
2019-03-18;2351.02;2358.84;2342.69;2345.84;17179993
2019-03-19;2346.73;2365.96;2346.73;2352.42;18352200
2019-03-20;2353.1;2357.16;2344.13;2351.83;15974697
2019-03-21;2352.81;2359.36;2344.94;2359.02;17889316
2019-03-22;2358.11;2361.06;2319.1;2319.1;15736309
2019-03-25;2314.98;2320.57;2304.66;2312.79;13412020
2019-03-26;2314;2325.05;2312.43;2324.91;12798900
2019-03-27;2326.64;2331.21;2312.75;2315.17;16891636
2019-03-28;2315.21;2325.26;2310.92;2313.77;11713850
2019-03-29;2318.66;2330.52;2304.77;2312.09;26232506
2019-04-01;2325.38;2347.72;2325.38;2340.74;14670200
2019-04-02;2342.08;2382.89;2342.08;2371.14;16645463
2019-04-03;2381.44;2408.37;2381.44;2407.63;20779343
2019-04-04;2404.61;2413.5;2386.49;2388.59;20824124
2019-04-05;2388.47;2408.44;2351.08;2351.08;23736163
2019-04-08;2356.5;2362.51;2349.48;2359.52;14391487
2019-04-09;2364.84;2377.22;2357.72;2367.84;19736792
2019-04-10;2368.97;2391.8;2366.48;2391.8;22589323
2019-04-11;2393.53;2396.5;2371.04;2374.97;16255664
2019-04-12;2381.56;2385.27;2364.83;2366.71;14629625
2019-04-15;2364.12;2372.85;2351.38;2358.19;15284682
2019-04-16;2361.43;2372.18;2357.56;2372.18;21523122
2019-04-17;2374.7;2396.84;2371.3;2378.31;35382692
2019-04-18;2375.24;2375.24;2352.73;2365.36;20175383
2019-04-23;2367.82;2374.48;2361.02;2370.63;10835390
2019-04-24;2371.11;2377.73;2357.21;2372.33;21562740
2019-04-25;2372.75;2372.75;2347.21;2358.76;16941558
2019-04-26;2354.41;2372.25;2352.05;2372.25;13490856
2019-04-29;2377.34;2378.36;2354.99;2368.08;14692822
2019-04-30;2357.54;2360.26;2323.73;2334.21;22858542
2019-05-02;2337.12;2337.12;2317.5;2319.08;15301813
2019-05-06;2301.78;2303.7;2278.96;2290.13;16354805
2019-05-07;2292.05;2293.95;2233.57;2233.8;25055557
2019-05-08;2236.63;2250.19;2217.31;2221.82;22679250
2019-05-09;2218.05;2227.52;2177.76;2179.4;21730364
2019-05-10;2191.75;2210.31;2184.33;2191.91;22665036
2019-05-13;2194.7;2199.9;2153.7;2172.97;19985331
2019-05-14;2184.39;2192.53;2162.4;2163.94;25230002
2019-05-15;2176.3;2181.49;2152.99;2169.18;29226451
2019-05-16;2174.1;2193.89;2162.46;2188.43;21947998
2019-05-17;2187.18;2187.18;2165.97;2184.35;19175312
2019-05-20;2186.97;2189.1;2159.78;2175.51;19882122
2019-05-21;2178.92;2191.28;2173.74;2190.93;22502583
2019-05-22;2193.78;2225.3;2181.14;2214.36;20965698
2019-05-23;2212.6;2212.6;2172.96;2173.09;23235197
2019-05-24;2178.44;2193.7;2175.03;2188.2;18081221
2019-05-27;2191.26;2199.3;2177.84;2189.66;9077091
2019-05-28;2191.17;2215.33;2184.7;2192.87;44697001
2019-05-29;2179.87;2187.54;2162.4;2187.45;32752758
2019-05-30;2190.88;2228.81;2190.88;2221.56;30831212
2019-05-31;2208.43;2239.31;2194.96;2239.31;23223958
2019-06-03;2239.12;2248.09;2227.89;2237.71;15759707
2019-06-04;2237.74;2242.52;2222.32;2233.75;18733701
2019-06-05;2237.23;2242.22;2219.94;2223.27;27022940
2019-06-06;2224.2;2272.07;2222.81;2260.94;43220594
2019-06-07;2260.52;2287.39;2260.52;2280.6;23636701
2019-06-10;2290.4;2296.33;2271.09;2282.51;18082030
2019-06-11;2283.9;2300.92;2275.67;2295.6;29044984
2019-06-12;2290.75;2292.41;2263.68;2282.8;29303418
2019-06-13;2282.72;2310.66;2277.12;2300.2;26105922
2019-06-14;2299.03;2299.09;2283.94;2286.46;20505698
2019-06-17;2286.57;2290.79;2269.87;2276.6;20062371
2019-06-18;2277.52;2325.16;2272.26;2325.16;36181816
2019-06-19;2326.56;2327.46;2316.84;2319.71;22041318
2019-06-21;2324.16;2343.66;2302.71;2308.32;61717378
2019-06-24;2315.79;2332.8;2311.55;2331.08;19030821
2019-06-25;2328.99;2328.99;2296.97;2303.31;29021864
2019-06-26;2308.98;2318.68;2300.51;2317.17;37539552
2019-06-27;2315.73;2347.62;2315.73;2335.13;37401033
2019-06-28;2332.63;2335.26;2323.55;2327.67;19367679
2019-07-01;2338.98;2363.21;2326.49;2329.74;21199057
2019-07-02;2334.6;2341.09;2310.49;2341.09;22876390
2019-07-03;2338.73;2349.15;2330.53;2345.56;19650157
2019-07-04;2350.47;2357.89;2338.9;2356.49;13908735
2019-07-05;2359.39;2359.39;2334.27;2342.01;22830756
2019-07-08;2337.67;2349.35;2326.33;2339.07;22636798
2019-07-09;2325.9;2327.02;2303.2;2312.63;24567522
2019-07-10;2312.32;2340.95;2305.66;2312.77;33895638
2019-07-11;2322.18;2338.33;2308.2;2316.95;23025409
2019-07-12;2323.61;2325.05;2314.42;2315.36;21936314
2019-07-15;2318.56;2334.1;2316.89;2324.21;20051320
2019-07-16;2326.49;2330.5;2317.18;2321.52;30053394
2019-07-17;2317.45;2320.49;2301.63;2306.67;33032265
2019-07-18;2300.65;2324.71;2291.66;2321.41;28496534
2019-07-19;2325.16;2348.86;2325.16;2344.03;28618974
2019-07-22;2345.61;2350.82;2335.3;2342.51;18652552
2019-07-23;2345.76;2348.43;2332.5;2335.86;20204415
2019-07-24;2336.68;2338.95;2327.66;2335.41;22510591
2019-07-25;2341.04;2344.39;2308.32;2310.31;20967100
2019-07-26;2311.51;2314.19;2299.39;2305.79;18087768
2019-07-29;2307.08;2309.53;2282.08;2285.93;15794970
2019-07-30;2273.72;2282.3;2263.92;2263.92;23157688
2019-07-31;2264.64;2285.25;2263.61;2277.37;29655346
2019-08-01;2273.24;2280.8;2236.98;2240.78;27029469
2019-08-02;2232.92;2233.03;2216.51;2216.51;19929333
2019-08-05;2211.89;2211.89;2164.06;2164.14;25318260
2019-08-06;2169.08;2182.2;2155.33;2156.23;28115391
2019-08-07;2163.21;2173.56;2124.85;2138.23;28871726
2019-08-08;2153.17;2169.27;2152.26;2158.88;22715284
2019-08-09;2165.34;2165.83;2119.89;2127.61;26950992
2019-08-12;2134.55;2140.84;2104.12;2109.73;16353035
2019-08-13;2095.17;2153.16;2085.61;2140.19;26859051
2019-08-14;2134.28;2134.48;2078.39;2078.39;25515986
2019-08-16;2085.34;2096.94;2055.7;2064.12;27565519
2019-08-19;2078.8;2110.19;2078.8;2102.23;19005749
2019-08-20;2104.97;2116.59;2087.21;2110.11;23036456
2019-08-21;2108.37;2129.57;2103.87;2105.88;16864747
2019-08-22;2108.88;2126.87;2097;2108.05;22403019
2019-08-23;2115.16;2128.1;2081.07;2103.68;16625572
2019-08-26;2092.33;2109.42;2077.82;2098.41;14030010
2019-08-27;2101.19;2107;2076.51;2095.45;47792244
2019-08-28;2098.88;2107.28;2044.86;2051.44;21934128
2019-08-29;2050.87;2075.4;2047.94;2069.33;18065804
2019-08-30;2072.65;2136.79;2069.86;2135.25;26051393
2019-09-02;2138.35;2147.13;2131.32;2144.48;10916739
2019-09-03;2140.74;2140.74;2097.66;2107.16;18870993
2019-09-04;2122.06;2136.41;2102.36;2102.73;29898106
2019-09-05;2111.47;2122.76;2088.88;2106.89;24072521
2019-09-06;2111.05;2129.97;2108.64;2122.6;17296749
2019-09-09;2124.96;2174.41;2124.96;2174.41;24031978
2019-09-10;2173.79;2189.02;2168.72;2187.8;27349052
2019-09-11;2186.08;2202.44;2179;2189.21;23652931
2019-09-12;2191.97;2205.99;2174.51;2189.07;21926693
2019-09-13;2188.73;2210.7;2187.43;2200.95;16091161
2019-09-16;2198.63;2217.84;2188.3;2217.84;25331963
2019-09-17;2212.71;2214.48;2184.9;2192.71;27699795
2019-09-18;2192.83;2206.8;2186.03;2205.02;25058550
2019-09-19;2200.07;2200.07;2184.93;2191.61;17058693
2019-09-20;2190;2198.29;2164.13;2171.75;47921900
2019-09-23;2167.32;2171.39;2139.34;2147.32;22067731
2019-09-24;2153.62;2183.13;2150.85;2175.24;17408621
2019-09-25;2170.22;2170.22;2144.63;2159.68;20185921
2019-09-26;2161.97;2177.07;2159.78;2172.47;19182144
2019-09-27;2175.46;2190.53;2170.54;2186.31;12465462
2019-09-30;2188.31;2188.77;2162.2;2173.29;16427282
2019-10-01;2175.98;2175.98;2148.55;2152.5;18577628
2019-10-02;2148.62;2148.62;2098.28;2098.28;18837261
2019-10-03;2091.15;2129.53;2076.45;2099.3;24703068
2019-10-04;2101.64;2124.78;2101.64;2121.16;17504852
2019-10-07;2126.9;2126.9;2110.11;2121.87;13984162
2019-10-08;2121.85;2135.75;2113.93;2131.83;19639702
2019-10-09;2136.45;2142.51;2126.6;2134.37;15836471
2019-10-10;2134.52;2136.96;2113.87;2122.99;18221562
2019-10-11;2126.11;2160.85;2125.66;2159.91;16428054
2019-10-14;2162.23;2163.42;2143.33;2148.53;15537342
2019-10-15;2156.95;2161.73;2146.79;2154.8;21337309
2019-10-16;2153.26;2167.1;2151.57;2156.06;22408366
2019-10-17;2160.43;2181.94;2154.17;2173.75;17705640
2019-10-18;2167.19;2168.49;2149.61;2164.75;18868273
2019-10-21;2164.82;2184.64;2160.39;2183.25;16187834
2019-10-22;2184;2212.19;2177.25;2212.15;19247868
2019-10-23;2206.89;2209.58;2198.75;2208.54;13809112
2019-10-24;2206.18;2216.33;2195.82;2208.36;19413477
2019-10-25;2206.68;2206.68;2172.44;2175.27;19871079
2019-10-28;2175.3;2215.02;2175.3;2211.8;17157695
2019-10-29;2210.54;2228.28;2203.17;2227.93;26631371
2019-10-30;2227.02;2230.72;2219.18;2227.38;17684847
2019-10-31;2235.68;2236.95;2188.99;2194.1;26160384
2019-11-04;2208.61;2264.06;2208.61;2264.06;30023628
2019-11-05;2263.6;2279.64;2257.69;2272.45;23389924
2019-11-06;2267.95;2269.98;2255.34;2255.34;17542217
2019-11-07;2260.78;2277.18;2260.78;2272.17;26649994
2019-11-08;2269.51;2269.51;2252.85;2255.46;31730968
2019-11-12;2259.75;2266.23;2245.4;2248.81;26636582
2019-11-13;2250.07;2250.31;2228.03;2235.52;33577800
2019-11-14;2235.67;2245.84;2223.56;2226.15;22560490
2019-11-15;2225.99;2238.11;2225.77;2233.87;13701198
2019-11-18;2239.37;2244.64;2220.25;2229.92;18060604
2019-11-19;2230.15;2232.47;2201.64;2207.25;21477461
2019-11-20;2204.41;2204.41;2175.68;2194.58;20561742
2019-11-21;2192.19;2192.19;2164.04;2179.53;20451018
2019-11-22;2179.44;2198.56;2176.33;2188.24;18022561
2019-11-25;2191.79;2204.09;2191.79;2197.54;16689797
2019-11-26;2199.69;2199.69;2177.73;2190.58;60977882
2019-11-27;2192.17;2196.5;2175.07;2181.33;17171821
2019-11-28;2178.33;2178.33;2159.9;2169.09;12147615
2019-11-29;2164.72;2170.47;2154.94;2158.94;14547586
2019-12-02;2163.48;2168.85;2121.16;2122.3;25649378
2019-12-03;2122.97;2123.47;2088.77;2089.92;21505028
2019-12-04;2093.25;2113.13;2078.1;2081.89;24257697
2019-12-05;2088;2103.69;2078.98;2092.12;22123687
2019-12-06;2087.82;2088.62;2055.68;2073.11;42639852
2019-12-09;2073.42;2073.42;2051.04;2066.55;17670932
2019-12-10;2066.43;2070.22;2040.78;2054.11;18788888
2019-12-11;2056.17;2064.5;2034.48;2047.34;23865513
2019-12-12;2056.35;2102.19;2055.54;2102.19;28647605
2019-12-13;2112.27;2123.34;2103.58;2106.51;27117185
2019-12-16;2107.39;2120.23;2104.16;2112.93;22019873
2019-12-17;2115.87;2139.47;2114.19;2132.25;32730028
2019-12-18;2137.7;2137.7;2112.21;2131.85;30289630
2019-12-19;2132.53;2134.36;2123.81;2133.72;21895451
2019-12-20;2131.61;2138.37;2123.99;2128.04;57317354
2019-12-23;2128.71;2142.91;2124.87;2142.54;15089151
2019-12-27;2145.77;2167.47;2145.77;2151.74;12081456
2019-12-30;2151.48;2160.23;2147.58;2150.09;11041276
2020-01-02;2161.55;2200.57;2161.42;2200.1;21369888
2020-01-03;2192.31;2192.31;2159.03;2173.97;20627251
2020-01-07;2171.72;2176.8;2143.11;2145.01;19556434
2020-01-08;2140.29;2140.29;2114.24;2115.99;20739943
2020-01-09;2132.02;2157.61;2132.02;2157.61;19887696
2020-01-10;2161.6;2167.91;2150.83;2167.91;16496395
2020-01-13;2170.86;2194.42;2167.33;2194.42;22067379
2020-01-14;2194.88;2194.88;2174.44;2182.96;29388336
2020-01-15;2180.55;2183.85;2158.36;2165.08;22745340
2020-01-16;2170.39;2179.43;2163.83;2173.74;20756877
2020-01-17;2172.14;2181.62;2147.94;2175.95;19782963
2020-01-20;2178.31;2183.84;2173.92;2178.06;15631644
2020-01-21;2174.93;2174.93;2152.62;2158.04;18927569
2020-01-22;2168.44;2172.76;2144.68;2146.56;27440004
2020-01-23;2144.56;2159.55;2141.62;2148.41;22561743
2020-01-24;2150.57;2166.31;2150.57;2154.28;17630461
2020-01-27;2141.68;2141.68;2083.69;2083.79;20984119
2020-01-28;2089.16;2105.76;2083.54;2098.04;17437951
2020-01-29;2099.3;2114.31;2090.41;2098.18;25644144
2020-01-30;2078.74;2093.68;2064.09;2079.98;23189128
2020-01-31;2085.41;2087.93;2052.68;2065.9;38290087
2020-02-03;2062.33;2077.58;2050.91;2072.88;25394120
2020-02-04;2082.19;2115.25;2081.81;2106.63;32249751
2020-02-05;2106.64;2133.91;2102.45;2122.91;21929283
2020-02-06;2128.24;2138.87;2105.59;2111.76;23411969
2020-02-07;2107.43;2110.2;2092.36;2110.2;18963173
2020-02-10;2108.67;2112.78;2087.72;2092.89;16134600
2020-02-11;2099.2;2114.89;2094.39;2107.4;21356120
2020-02-12;2120.01;2132.78;2115.92;2126.31;21380076
2020-02-13;2125.22;2125.22;2096.14;2120.07;19110037
2020-02-14;2126.64;2131.28;2111.22;2115.29;20893159
2020-02-17;2125.14;2131.6;2117.45;2121.14;14217981
2020-02-18;2112.15;2118.48;2103.76;2113.49;13882294
2020-02-19;2116.32;2122.67;2097.07;2115.18;21465468
2020-02-20;2115.39;2116.08;2098.12;2099.88;20482243
2020-02-21;2095.8;2106.18;2084.55;2088.53;16533483
2020-02-24;2070.66;2070.66;1997.84;2000.9;25032229
2020-02-25;2000.65;2007.34;1945.71;1945.71;32357249
2020-02-26;1942.66;1957.64;1906.06;1933.51;33550737
2020-02-27;1926.15;1927.44;1833.92;1850.61;33425936
2020-02-28;1817.79;1817.79;1735.37;1768.91;70088832
2020-03-02;1807.25;1840.57;1765.43;1807.7;40207534
2020-03-03;1827.36;1906.87;1827.36;1889.67;39063455
2020-03-04;1882.71;1894.23;1857.9;1860.95;28135069
2020-03-05;1879.11;1893.88;1822.76;1822.85;25502227
2020-03-06;1808.36;1808.36;1749.7;1764.81;34436845
2020-03-09;1685.28;1697.38;1609.08;1625.99;40494707
2020-03-10;1643.34;1657.09;1594.07;1599.48;39334266
2020-03-11;1607.3;1616.03;1495.87;1505.64;44940270
2020-03-12;1450.71;1450.71;1305.73;1305.73;57193099
2020-03-13;1334.37;1442.72;1315.96;1365.97;74136137
2020-03-16;1342.4;1356.01;1248.77;1341.54;64568981
2020-03-17;1370.79;1446.74;1355.07;1429.28;81569696
2020-03-18;1425.27;1465.58;1376.75;1401.29;78265426
2020-03-19;1406.71;1469.43;1386.83;1469.43;51612015
2020-03-20;1502.14;1547.74;1476.65;1488.42;109516157
2020-03-23;1461.22;1463.93;1400.71;1405.45;43978401
2020-03-24;1449.34;1473.02;1424.14;1451.02;37402637
2020-03-25;1487.75;1505.79;1413.22;1441.83;47382329
2020-03-26;1431.53;1492.87;1410.91;1492.01;36791461
2020-03-27;1494.31;1499.62;1465.48;1475.9;33221292
2020-03-30;1482.1;1484.62;1443.16;1477.65;28425038
2020-03-31;1486.89;1523.49;1484.33;1512.84;59768681
2020-04-01;1495.43;1500.43;1473.64;1482.42;36501160
2020-04-02;1490.41;1501.33;1464.86;1491.55;48115276
2020-04-03;1492.1;1509.07;1474.44;1506.48;49706290
2020-04-06;1534.81;1585.04;1534.81;1581.05;45607978
2020-04-07;1602.14;1655.29;1602.14;1603.5;64702693
2020-04-08;1602.33;1619.63;1567.84;1579.18;55926360
2020-04-09;1596.79;1619.77;1579.72;1615.72;50387984
2020-04-14;1631.5;1664.53;1625.89;1662.4;46442620
2020-04-15;1669.23;1673.58;1602.31;1606.21;50591639
2020-04-16;1610.81;1617.55;1589.83;1597.9;43492790
2020-04-17;1618.42;1633.53;1612.01;1625.59;41660521
2020-04-20;1629.69;1643.87;1604.98;1640.06;28317660
2020-04-21;1631.4;1631.4;1572.05;1573.44;33518434
2020-04-22;1574.07;1609.82;1554.34;1605.12;32625994
2020-04-23;1609.41;1626.82;1589.64;1626.1;30890017
2020-04-24;1617.91;1627.49;1601.91;1601.91;26303916
2020-04-27;1614.29;1624.69;1580.48;1591.97;34025549
2020-04-28;1590.34;1622.8;1579.94;1594.25;37309050
2020-04-29;1601.65;1656.4;1600.78;1651.33;35813382
2020-04-30;1661.23;1682.13;1636.35;1648.68;46692062
2020-05-04;1630.24;1630.24;1597.7;1600.65;23786804
2020-05-05;1609.04;1616.34;1591.58;1598.84;22424621
2020-05-06;1604.6;1606.44;1565.07;1567.98;34612015
2020-05-07;1572.16;1602.76;1559.06;1587.35;21763522
2020-05-08;1600.54;1614.18;1599.51;1606.5;15375851
2020-05-11;1614.21;1619.36;1581.5;1587.31;17939326
2020-05-12;1589.69;1624.52;1584.01;1622.51;29571887
2020-05-13;1615.9;1634.77;1607;1614.32;24392087
2020-05-14;1605.68;1605.68;1559.52;1579.16;26391998
2020-05-15;1585.51;1597.04;1568.38;1572.55;18369715
2020-05-18;1585.92;1639.08;1585.92;1639.08;29449606
2020-05-19;1651.08;1658.34;1629.29;1640.18;24494948
2020-05-20;1640.26;1662.2;1634.44;1652.64;24022509
2020-05-21;1651.03;1653.92;1636.24;1637.84;22155298
2020-05-22;1632.27;1635.98;1617.76;1630.44;19967851
2020-05-25;1639.26;1650.39;1634.34;1644.74;12109905
2020-05-26;1657.26;1712.64;1657.26;1709.71;58196613
2020-05-27;1713.73;1763.02;1705.09;1707.59;59902537
2020-05-28;1722.43;1757.78;1694.6;1718.45;59312587
2020-05-29;1718.19;1722.65;1699.32;1722.65;76818422
2020-06-01;1733.13;1749.58;1722.77;1733.52;36707001
2020-06-02;1735.86;1739.48;1722.5;1736.36;48471712
2020-06-03;1741.91;1780.86;1741.36;1766.85;61762561
2020-06-04;1765.6;1786.58;1755.73;1786.58;48701312
2020-06-05;1794.38;1847.95;1794.38;1842.47;59248870
2020-06-08;1842.22;1852.69;1813.02;1841.25;47827333
2020-06-09;1848.11;1856.66;1811.96;1835.59;63659384
2020-06-10;1840.1;1846.29;1817.06;1841.18;99913864
2020-06-12;1792.35;1812.33;1754.16;1788.83;89471276
2020-06-15;1767.35;1767.35;1735.27;1741.47;89293321
2020-06-16;1765.17;1811.7;1765.17;1798;66678393
2020-06-17;1807.91;1812.65;1780.94;1787.81;50197464
2020-06-18;1787.9;1804.13;1780.45;1795.86;75865507
2020-06-19;1791.68;1809.23;1791.68;1807.85;91765353
2020-06-22;1805.25;1807.19;1786.99;1797.05;43852662
2020-06-23;1807.1;1847.33;1806.21;1825.99;44376322
2020-06-24;1830.39;1836.89;1784.23;1784.23;38481948
2020-06-25;1781.84;1798.8;1759.21;1793.36;33804564
2020-06-26;1799.33;1800.49;1759.37;1759.43;27866129
2020-06-29;1758.46;1771.21;1750.91;1769.47;32076105
2020-06-30;1770.24;1777.07;1754.41;1758.82;33776211
2020-07-01;1760.72;1774.79;1739.93;1772.38;30478139
2020-07-02;1778.45;1809.74;1778.45;1804.01;36329707
2020-07-03;1811.07;1812.22;1796.23;1800.96;15910650
2020-07-06;1820.81;1833.77;1808.34;1818.55;21278639
2020-07-07;1816.46;1816.46;1794.61;1800.93;21869632
2020-07-08;1797.88;1797.88;1780.87;1788.22;18721169
2020-07-09;1791.68;1802.31;1789.08;1791.68;23146063
2020-07-10;1781.84;1797.27;1772.5;1797.27;19017746
2020-07-13;1806.55;1814.47;1799.91;1801.64;22254102
2020-07-14;1797.85;1798.4;1763.64;1771.7;37539275
2020-07-15;1783.18;1798.58;1779.98;1794.78;31622756
2020-07-16;1791.04;1799.18;1780.17;1799.08;24143168
2020-07-17;1800.7;1800.7;1785.44;1796.04;28251410
2020-07-20;1795.09;1840.6;1789.04;1840.6;43201680
2020-07-21;1852.56;1884.22;1840.87;1845.34;63348457
2020-07-22;1844.74;1847;1830.61;1830.61;28036885
2020-07-23;1837.64;1842.84;1817.78;1820.25;22437877
2020-07-24;1809.5;1810.65;1790.53;1810.33;20018033
2020-07-27;1811.4;1833.8;1805.84;1830.87;29472596
2020-07-28;1831.03;1841.46;1806.06;1823.52;33304887
2020-07-29;1819.4;1828.24;1804.21;1824.53;26311655
2020-07-30;1827.17;1827.17;1762.74;1763.22;38548780
2020-07-31;1767.31;1793.13;1765.42;1767.54;36031300
2020-08-03;1769.31;1815.5;1768.56;1804.38;20034373
2020-08-04;1813.7;1831.17;1804.3;1811.46;20228370
2020-08-05;1819.96;1844.2;1819.96;1833.2;24197285
2020-08-06;1834.67;1841.68;1810.63;1818.64;19951007
2020-08-07;1818.62;1824.29;1809.07;1817.23;21923481
2020-08-10;1822.48;1832.65;1812.95;1823.15;16618758
